  #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
575,"Estando Contigo","Conchita Bautista",92,7B,77,2023-06-23,03:16,4,"","","Conchita Bautista - Grandes Éxitos",2017-03-24,57,74,0,87,0,30,-10,F,4,3buIgsA61cLWroquKAYyuM,"ISYPPdigital",QM4TX1715972
576,"Spirit of the Night - ESC Version","Valentina Monetta, Jimmie Wilson",140,6A,94,2023-06-23,03:05,8,"","","Spirit of the Night",2017-03-24,71,8,0,57,10,10,-4,G minor,4,4tUJtWQ0vjYR26MMoehEDk,"Ariola Local",DEA811700117
577,"Never Give up on You","Lucie Jones",128,7B,37,2023-06-23,02:59,0,"","","Never Give up on You",2017-03-22,41,40,0,25,0,30,-8,F,4,67bhFQT17Kh4Z7GkyQHGYG,"LJM",GBKPL1777040
578,"Paper","Svala",108,7A,69,2023-06-23,03:00,0,"","","Paper",2017-03-20,63,1,0,30,0,10,-5,D minor,4,6g1v2Cw2gejBa4qRQM3QKm,"Ríkisútvarpið - Exclusively distributed by Alda Music",ISV441701515
579,"Frauen regier'n die Welt","Roger Cicero",134,11B,65,2023-06-23,02:59,21,"german pop, swing music","","Glück ist leicht - Das Beste von 2006 - 2016",2017-03-17,59,8,0,60,0,10,-4,A,4,1mPCxdc4hpJ8r2qPnyMYcW,"Sony Music/CICEU/HDW",DEA620600799
580,"Requiem - Eurovision Version","Alma",108,10A,78,2023-06-23,03:00,28,"","","Requiem (Eurovision version)",2017-03-15,55,14,0,46,10,10,-5,B minor,4,4Lhk5r1sm6MwH08JkwDZ0O,"Warner (France)",FRZ041700171
581,"Skeletons","Dihaj",90,11A,65,2023-06-23,02:59,31,"","","Skeletons",2017-03-15,48,4,0,30,0,10,-7,F#/G♭ minor,4,4NtcojKRdDC5AL9PtxlAQN,"Cap-sounds",DEZ071700146
582,"Breathlessly","Claudia Faniello",76,3B,48,2023-06-23,03:00,20,"","","Breathlessly",2017-03-15,52,66,0,19,0,0,-6,C♯/D♭,4,2gVByOGeervnFoKHx6FjTz,"Cap-sounds",DEZ071700147
583,"Mana Mou - Live","Konstantina, Hara Konstantinou",126,8B,90,2023-06-23,03:06,0,"laïko, entehno","","I Diki Mas I Agapi (Live Sto Katrakio)",2017-03-13,65,23,0,49,10,70,-7,C,4,5Ucxa2nK2Xsl4EPam5lVMC,"Heaven Music",GRHV11700040
584,"Amar Pelos Dois","Salvador Sobral",173,7B,10,2023-06-23,03:05,0,"fado","","Amar Pelos Dois",2017-03-10,22,85,0,16,0,20,-18,F,3,3UjSOJ00E1eLMcayBm827Q,"Sons em Trânsito",PTNO11700001
585,"Love (Remix)","Donna McCaul",110,11A,60,2023-06-23,03:37,4,"","","Unbreakable",2017-03-10,57,1,0,27,0,10,-8,F#/G♭ minor,4,5iYmzDP5m5AEKg8IZJcJPz,"Donna McCaul",uscgj1722730
586,"Flashlight","Kasia Moś",120,10B,68,2023-06-23,03:00,22,"","","Flashlight",2017-03-10,44,6,0,19,0,30,-6,D,4,26D88ZaVe08FKhUrdttd3t,"Kate Music",PLU831700001
587,"Apollo - Eurovision Version","Timebelle",87,6B,56,2023-06-23,02:59,16,"nightcore","","Apollo",2017-03-10,61,11,0,28,0,10,-6,A#/B♭,4,5lExEFPUk3cceN0iMGIDro,"Dopamina Entertainment",FR2X41714036
588,"City Lights","Blanche",130,5A,45,2023-06-23,02:54,49,"","","City Lights",2017-03-08,61,24,0,15,0,20,-9,C minor,4,5v3oL4EOGmzFjo7S3O7IFH,"[PIAS] Recordings Belgium",BEP011711001
589,"Don't Come Easy","Isaiah Firebrace",157,10A,63,2023-06-23,03:05,33,"","","Don't Come Easy",2017-03-07,33,26,0,55,0,20,-4,B minor,4,2xI4CmkT6Bl4s5b4qggcgU,"Sony Music Entertainment",AUBM01700350
590,"Historyja Majho žyccia (Eurovision 2017)","NAVIBAND",155,12B,97,2023-06-23,02:59,27,"","","Historyja Majho žyccia",2017-03-07,46,2,0,42,0,30,-4,E,4,7GNLUFoTE60RpQ6HsHBeY6,"NaviBand",RUA1H1721316
591,"This Is Love - Eurovision 2017","Demy",128,8A,63,2023-06-23,02:58,5,"laïko","","This Is Love",2017-03-07,55,0,0,15,0,10,-9,A minor,4,6ZIwaqoSI3d498psEZpJcA,"Panik Records",GRPA11700007
592,"Lights and Shadows","OG3NE",128,2B,73,2023-06-23,03:00,0,"nederpop","","Lights and Shadows",2017-03-04,41,23,0,51,0,10,-5,F#/G♭,5,43eZ7gCos8KK6WQVFB28VV,"BMG Rights Management Benelux B.V.",NLXZ51700001
593,"Origo (Eurovision Version)","Pápai Joci",108,8A,73,2023-06-23,03:01,0,"","","Origo (Eurovision Version)",2017-03-02,55,58,0,45,20,40,-6,A minor,4,0Skpofj44N2m60sa74Aufz,"Magneoton",HUMAG1600534
594,"MY FRIEND","Jacques Houdek",138,8B,65,2023-06-23,03:00,23,"","","My friend",2017-03-02,42,21,0,30,0,10,-6,C,4,184cjXwukXedpuWm4Xl6X7,"Jacques Houdek",SEYOK1716325
595,"Gravity","Hovig",75,3A,73,2023-06-23,02:59,28,"","","Gravity",2017-03-02,59,4,0,72,0,10,-7,A#/B♭ minor,4,0KorbxavM6fFgvWaka7uvL,"Panik Records",SE5OR1700101
596,"Running On Air","Nathan Trent",90,11B,54,2023-06-23,02:48,28,"","","Running On Air",2017-02-28,72,11,0,54,0,20,-5,A,4,1WpQu8U3quBeGnhpZn0r7N,"ORF-Enterprise LC-12732",ATE501700001
597,"I Can´t Go On","Robin Bengtsson",109,9A,67,2023-06-23,03:03,47,"","","I Can't Go On",2017-02-26,74,3,0,46,0,10,-5,E minor,4,715cD5vOTffsOR3MnNYveJ,"Capitol Music Group AB",SEUM71700143
598,"Weil der Mensch zählt","Alf Poier",173,12B,50,2023-06-23,03:00,21,"","","Weil der Mensch zählt",2017-02-24,80,2,0,88,30,0,-10,E,4,4icOtq9jmgpmURhMRv0ZRN,"Know Future Productions",ATR701770201
599,"Blackbird","Norma John",76,10B,33,2023-06-23,03:07,0,"","","Blackbird",2017-02-21,26,85,6,13,0,10,-11,D,1,0lrQglIvGuurQrFMnj8n5V,"OY EMI Finland AB",FITFR1600054
600,"Time","O.Torvald",102,12A,90,2023-06-23,03:06,0,"","","Time",2017-02-17,57,0,0,32,0,10,-5,C♯/D♭ minor,4,7xzXyOnErZDcgsGlchy4ec,"BEST MUSIC",UABM11600418
601,"Don't Ever Cry","Put",85,10B,53,2023-06-23,02:57,0,"","","50 Originalnih Pjesama: Moja Domovina - Najljepše Domoljubne Pjesme",2017-02-16,51,76,0,50,0,0,-6,D,4,7nYIlWHR4BSSLqcWxtsVSl,"Croatia Records",HRA040628873
602,"Grab the Moment","JOWST",104,9A,61,2023-06-23,02:55,35,"norwegian pop","","Grab The Moment",2017-02-15,69,12,0,32,0,0,-7,E minor,4,7CiatbFJpSnXnbCiVaGlm0,"WM Norway",NOAGW1700018
603,"Do It for Your Lover - Eurovision 2017","Manel Navarro",170,9B,77,2023-06-23,03:02,21,"","","Do It for Your Lover (Eurovision 2017)",2017-02-03,66,1,0,88,0,10,-4,G,4,1wwcsua0ofpGmmPaTRg1SX,"Sony Music Entertainment",ES5021700070
604,"Ljubav je","Dalal Midhat i Deen ft.Ana Rucner i Jala",84,5B,73,2023-06-23,03:01,0,"","","Ljubav je - remix",2017-02-01,30,34,0,48,10,0,-6,D#/E♭,4,2TkMAYzMLc3odxu0w1D73y,"Tempo production",SE5DA1600101
605,"Ljubav je","Dalal Midhat, Deen, Ana Rucner, Jala",84,5B,73,2023-06-23,03:01,20,"","","Ljubav je (Remixes)",2017-02-01,30,34,0,48,10,0,-6,D#/E♭,4,3g6gtNcoUOObmRkQM9SjE4,"Tempo Production",SE5DA1600101
606,"Sweet People","Олена Тополя",120,9A,41,2023-06-23,03:00,0,"","","Sweet People",2017-01-25,63,72,0,12,0,10,-6,E minor,4,7CJ8kE34MpQpL8jZUazdPt,"УМИГ МЬЮЗИК",QMPU51737006
607,"So geht das jede Nacht","Freddy Quinn",97,7B,72,2023-06-23,02:06,0,"schlager, schlagerparty","","Ein Schiff voll Whisky",2017-01-17,70,68,0,88,0,30,-5,F,4,1TBv4lPrKVMsEYaiWiRAwk,"Pon World Music",DELJ81734175
608,"Baila el Chiki Chiki","Rodolfo Chikilicuatre, Tata Golosa",97,3A,87,2023-06-23,02:53,34,"","","Hots Hits Latinos",2017-01-13,86,1,0,82,10,0,-5,A#/B♭ minor,4,7wUKRQMHG0fI3DBzi6Tp29,"Timba Records",DEE791705210
609,"Line","Triana Park",126,1A,64,2023-06-23,03:06,21,"","","Line",2017-01-10,71,1,0,36,0,10,-7,G#/A♭ minor,4,3ETIdeZcAiPQkHS1h0lyiY,"Krap Records",LVL151700041
610,"Hey Mamma","Sunstroke Project",110,3A,81,2023-06-23,02:59,0,"","","Hey Mamma",2017-01-01,83,24,1,64,10,0,-6,A#/B♭ minor,4,1lhpWovx0ucABOnu3LiCcM,"MyMusic",ITDW01700025
611,"Non ho l'età (Per amarti)","Gigliola Cinquetti",97,7B,21,2023-06-23,03:19,18,"bolero, canzone napoletana","","Playlist: Gigiola Cinquetti",2016-11-25,37,85,0,35,0,10,-13,F,4,5kdGFO4VenaZpQ5iRQevta,"WM Italy",ITR006400011
612,"Voorgoed voorbij","Corry Brokken",125,7B,41,2023-06-23,02:48,6,"hollands, nederpop","","Milord - 75 große Erfolge - 75 grote successen",2016-11-21,32,65,0,45,0,40,-9,F,4,6wNxi3cb38lwlkgrOAJ9cc,"Musictales",DER751647426
613,"Dile Que la Quiero","David Civera",105,9A,90,2023-06-23,03:33,26,"","","15 Aniversario",2016-11-18,59,0,0,37,0,0,-4,E minor,4,0so2Jlze25HJtPYZnEUMzr,"David Civera",ES80B1600032
614,"Moj Svijet","Sergej Ćetković",53,5A,58,2023-06-23,03:06,0,"","","Moj Svijet",2016-10-20,19,32,0,24,0,10,-5,C minor,4,1bAMRpm6JOcWrt5CUUOeNw,"Croatia Records",HRA041583097
615,"Run Away - Radio Edit","Sunstroke Project, Olia Tira",130,2A,93,2023-06-23,02:57,0,"","","Run Away",2016-10-09,66,1,0,36,0,10,-3,D#/E♭ minor,4,06bUBaq3PKtjc6DvHN6uiX,"Ragoza Music",QZS1Z1612756
616,"Zjarr E Ftohtë","Luis Ejlli",112,8A,74,2023-06-23,03:37,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 16",2016-10-07,68,64,0,69,0,10,-8,A minor,4,457tlCyYB6rjpb2w3AQg8c,"Broken Audio AL",USQY51602109
617,"Lied für einen Freund - Original","Juliane, Jana, Florian, Patrick",126,6B,43,2023-06-23,03:08,2,"","","Kinder Hitparade: Große Hits von kleinen Stars",2016-10-04,55,47,0,42,0,20,-12,A#/B♭,4,40djG6jzoKHzWtIgiNyixg,"Laserlight",DER411091638
618,"Ciao, Amore","Izolda, Vlado",145,8B,84,2023-06-23,03:03,0,"speedcore, gabber","","Ćao Amore",2016-10-04,66,1,0,73,0,30,-6,C,4,094OO7xk3JfEyo4oJaDQ7j,"Croatia Records d.d.",HRA048457829
619,"Lighthouse - Eurovision 2016 - Croatia","Nina Kraljic",116,3A,54,2023-06-23,03:00,27,"","","Samo",2016-09-30,60,23,0,36,0,20,-5,A#/B♭ minor,4,1FIh3B7UJ6UTLiKFJtZnsm,"Universal Music GmbH",ATUM71600044
620,"Every Song Is a Cry for Love","Brian Kennedy",74,9B,45,2023-06-23,02:48,13,"celtic","","The Essential Collection",2016-09-30,48,51,0,32,0,0,-9,G,4,4U7WC5GYgDSFo5pKKoUq7u,"BK Records",IEHEK1500008
621,"Brodovi","Vice Vukov",79,8B,45,2023-06-23,03:21,0,"","","Sy Ploče - Hr 2",2016-09-27,17,84,0,24,0,10,-7,C,4,0Zsm1n1Anl3iecTig2XXIh,"Croatia Records d.d.",HRA046330151
622,"Dans les jardins de Monaco","Baldo, Nathalie",120,10A,83,2023-06-23,03:28,7,"fado, hard house","","Les plus beaux duos",2016-09-22,73,7,0,89,0,10,-5,B minor,4,4cJ3GibRoc2reNcKuQIR2J,"La Gagneraie / Rendez-Vous Digital",FR80T1600336
623,"הללויה - Live","Gali Atari",143,3B,56,2023-06-23,03:28,28,"mizrahi","","גלי עטרי - הופעה חיה בקיסריה (Live)",2016-09-21,41,69,0,34,0,90,-7,C♯/D♭,4,3CNwQMHMiOxfoj5EbObnuM,"NMC United Entertainment Ltd.",IL1011121601
624,"הללויה","Gali Atari",143,3B,56,2023-06-23,03:28,0,"mizrahi","","גלי עטרי - הופעה חיה בקיסריה (Live)",2016-09-21,41,70,0,34,0,90,-7,C♯/D♭,4,6f85s8fOLR2i6Acur19zZk,"NMC United Entertainment Ltd.",IL1011121601
625,"Hablemos del amor - 2000 Remastered Version","Raphael",79,3B,49,2023-06-23,02:51,10,"villancicos","","iCollection",2016-08-19,26,78,0,45,0,20,-8,C♯/D♭,3,05pezkOFYo9mtQidC3bEhB,"WM Spain",ES5080700893
626,"Suus","Rona Nishliu",74,3A,33,2023-06-23,04:14,0,"","","Festivali I 50-Te Ne Rtsh",2016-07-20,28,80,0,9,0,10,-5,A#/B♭ minor,3,1ulbWiFaKvwdLzYOGOS7FC,"Broken Audio AL / RTSH",TCADM1867397
627,"Zemerimi I Nje Nate","Hersi Matmuja",150,4A,62,2023-06-23,03:36,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 13",2016-07-10,59,38,0,64,0,10,-6,F minor,3,1HWQtRMBypzt0lmWcgB4PD,"Profil",AUMEV2207768
628,"Zemren E Lame Peng","Olta Boka",95,4B,56,2023-06-23,03:28,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 13",2016-07-10,52,74,0,57,0,0,-6,G#/A♭,3,28JcriQRJE3nXWvsdx3NzO,"Profil",AUMEV2207742
629,"Nuk Mundem Pa Ty","Juliana Pasha",137,3B,79,2023-06-23,03:03,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 13",2016-07-10,73,16,0,72,0,30,-6,C♯/D♭,4,5On7m26nWB5FRHstqGipWl,"Profil",AUMEV2207753
630,"Kenga Ime","Aurela Gaçe",99,1A,88,2023-06-23,03:07,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 13",2016-07-10,73,47,0,65,0,0,-3,G#/A♭ minor,4,0HW9j6iV9C0so9nJD9EkYH,"Profil",AUMEV2207760
631,"Identitet","Adrian Lulgjuraj, Bledar Sejko",105,12B,85,2023-06-23,04:02,0,"","","Historia E Muzikës Së Lehtë Shqiptare, 1962 - 2015, Vol. 13",2016-07-10,64,0,0,78,0,10,-9,E,4,7qEYiqBORG0wFErn25LAio,"Profil",AUMEV2207766
632,"Ein bisschen Frieden","Nicole",118,2B,56,2023-06-23,03:03,0,"schlager, schlagerparty, neue deutsche welle","","Goldschlager, Folge 4",2016-07-08,63,49,0,52,0,10,-7,F#/G♭,4,7MX0pfpBhdlArNgQINg7zV,"Telamo",DEC718200001
633,"Weils dr guat got","George Nussbaumer, Richard Wester, Peter Pichl",126,6B,69,2023-06-23,04:26,7,"","","Something Special",2016-07-01,73,67,0,52,10,60,-8,A#/B♭,3,0fnVGMnqpMs3brzV0ilLIm,"Monopol Records",DEA651600063
634,"Čežnja","Vice Vukov",135,5A,37,2023-06-23,02:58,0,"","","The Best Of Collection",2016-06-27,25,89,0,13,0,0,-7,C minor,5,0DwGK5kdjM0AuqnNoUeYXT,"Croatia Records",HRA040754317
635,"Brodovi","Vice Vukov",79,8B,45,2023-06-23,03:21,0,"","","The Best Of Collection",2016-06-27,17,84,0,24,0,10,-7,C,4,4mQlXKhbczdBxf9c1cMW3J,"Croatia Records",HRA046330151
636,"1944","Jamala",120,5B,51,2023-06-23,03:00,46,"","","1944",2016-06-10,81,60,1,47,0,20,-5,D#/E♭,4,1AZQTUs1FPy7YHH8aad3dA,"Comp Music",RUA1H1518948
637,"Un peu de poivre, un peu de sel","Tonia",73,11B,55,2023-06-23,02:27,0,"","","Radio 2: Franse Klassiekers",2016-05-27,53,72,0,78,0,0,-11,A,4,0atMGFrWtnIruzcuFgZlOp,"Universal Music S.A.",BEF019520400
638,"L'amour ça fait chanter la vie","Jean Vallée",151,1B,37,2023-06-23,02:59,0,"chanson","","Radio 2: Franse Klassiekers",2016-05-27,28,50,0,26,0,10,-11,B,4,67OBRXso2ryG56jz5dcEp4,"Universal Music S.A.",FRZ087800950
639,"Blue And Red","Manu",145,9B,81,2023-06-23,02:59,0,"","","Blue And Red",2016-05-22,51,9,0,22,0,30,-3,G,4,0GScaDak7yjlJDGF0JnBZ7,"Manu",SEYOK1737114
640,"Kënga Ime","Aurela Gace",99,1A,88,2023-06-23,03:07,0,"","","Festivali i 49-te ne RTSH, Vol. 2",2016-05-22,73,47,0,65,0,0,-3,G#/A♭ minor,4,5ohtktzfii4UNMs44NKhiW,"Broken Audio AL",USA2P1656737
641,"Nuk Mundem Pa Ty","Juliana Pasha",137,3B,79,2023-06-23,03:03,0,"","","Festivali i 48-te ne RTSH, Vol. 1",2016-05-22,73,16,0,72,0,30,-6,C♯/D♭,4,46tMU6e3Wu4694Mcjl34eO,"Broken Audio AL",USA2P1656753
642,"Më Merr Në Ëndërr","Kejsi Tola",128,9A,80,2023-06-23,04:13,0,"","","Festivali i 47-te ne RTSH",2016-05-22,66,8,0,50,0,10,-5,E minor,4,6hTgPIAymRVT7Bmvd1o4ls,"Broken Audio AL",USA2P1656644
643,"Teenage Life - Radio Edit","Daz Sampson",90,9B,93,2023-06-23,03:06,0,"","","Eurovision Party Soundtrack",2016-05-13,65,35,0,50,0,80,-5,G,4,5HWNTW7yGuYwibD4bRYLdk,"Sony Music CG",GBARL0600354
644,"Hold On to Our Love","James Fox",125,9B,47,2023-06-23,02:57,0,"","","Eurovision Party Soundtrack",2016-05-13,58,13,0,45,0,0,-7,G,3,5DeDsskZr4JwQQ0bIe4i40,"Sony Music CG",GBBBN0400155
645,"Come Back","Jessica Garlick",124,7B,49,2023-06-23,02:53,0,"","","Eurovision Party Soundtrack",2016-05-13,59,12,0,38,0,50,-6,F,3,0iGZHVoiU8LP3RxfHVpbE6,"Sony Music CG",GBBBN0202086
646,"Rock Me","Riva",149,5B,92,2023-06-23,02:43,0,"","","The Best of Collection",2016-05-11,58,18,0,94,0,10,-6,D#/E♭,4,2WXogQGOO7qo2hlHyzpwhg,"Croatia Records",HRA048918172
647,"Dua të jem imazhi yt","Anjeza Shahini",123,3B,66,2023-06-23,04:25,0,"","","Festivali i 42-te ne RTSH, Vol. 1",2016-05-09,69,39,0,62,0,10,-6,C♯/D♭,4,13DRVxbZAKSarXkQV2rRoO,"Broken Audio AL",USA2P1650091
648,"Slow Down","Douwe Bob",124,10A,79,2023-06-23,02:44,42,"nederpop","","Fool Bar",2016-05-06,60,5,0,62,0,0,-5,B minor,4,3YHPxuqHwfYUhoTWoNDwZt,"Universal Music, a division of Universal International Music BV",NLUM71600028
649,"Sunlight","Nicky Byrne",125,6B,93,2023-06-23,03:40,19,"","","Sunlight",2016-05-06,63,6,0,51,0,30,-6,A#/B♭,4,6M9eM4BqrvuNxEQO246mKA,"Universal Music Ireland Ltd.",IEUM71600002
650,"J'ai cherché","Amir",120,3B,88,2023-06-23,03:32,56,"french pop, variété française, chanson","","Au coeur de moi",2016-04-29,57,3,0,49,0,10,-5,C♯/D♭,4,1lzRxwbdl86iJlYMz48KoD,"Warner (France)",FR9W11520485
651,"Questo amore","Ricchi E Poveri",145,3B,43,2023-06-23,04:21,10,"italo disco","Electronic, Pop","Playlist: Ricchi & Poveri",2016-04-29,54,48,0,63,0,10,-12,C♯/D♭,4,0K37MCzwz20TGhAXOL2iSb,"WM Italy",ITD017800413
652,"Addio... addio...","Claudio Villa",78,7A,21,2023-06-23,03:39,2,"canzone napoletana","","Playlist: Claudio Villa",2016-04-29,33,82,0,29,0,10,-12,D minor,4,4p4AhGl45BXuDmNAPfLBUL,"WM Italy",ITD016203495
653,"Zjarr e ftohtë","Luis Ejlli",112,8A,74,2023-06-23,03:37,0,"","","Festivali i 44-rt ne RTSH, Vol. 1",2016-04-29,68,64,0,69,0,10,-8,A minor,4,6iF0RuaUGNo42k8Ght8wJk,"Broken Audio AL",USA2P1647834
654,"Zemrën e lamë peng","Olta Boka",95,4B,56,2023-06-23,03:28,0,"","","Festivali i 46-te ne RTSH, Vol. 2",2016-04-29,52,74,0,57,0,0,-6,G#/A♭,3,7CmyDh0qXIOzkr8bqERAMP,"Broken Audio AL",USA2P1647791
655,"Say Yay! - Eurovision Spain - 2016","Barei",125,4A,79,2023-06-23,02:58,0,"","","Throw The Dice",2016-04-22,64,2,0,53,0,10,-6,F minor,4,7DtnbNXYrv8ldS4xqA87tT,"Universal Music Spain S.L.",ES5701600226
656,"What's the Pressure","Laura Tesoro",117,1B,81,2023-06-23,02:51,37,"","","What's the Pressure",2016-04-15,75,2,0,76,10,0,-3,B,4,4d3fHHVvWpwrKK727XE3b1,"Line Extensions",BEA031600011
657,"Love Injected","Aminata",144,6A,29,2023-06-23,03:19,32,"","","Inner Voice",2016-04-15,45,12,2,16,0,10,-10,G minor,5,1hWgnVgAhxwP2YDLWeh8xh,"Aminata Music",TCACN1674051
658,"Walk On Water","Ira Losco",124,2A,81,2023-06-23,03:05,29,"","","Walk On Water",2016-04-08,38,0,0,18,0,10,-5,D#/E♭ minor,4,6t9ECIs2ypkHQQ49VvhA3h,"WM Sweden",MTAO81600020
659,"I Didn't Know - Official ESC Version: San Marino 2016","Serhat",123,11A,72,2023-06-23,03:01,0,"europop","","I Didn't Know (Eurovision 2016: San Marino) [Official ESC Version & Remixes]",2016-04-08,68,2,0,60,0,10,-6,F#/G♭ minor,4,0KKRpAbvaaJyIk78GmTKeb,"CAP-Sounds",DEZ071600075
660,"If Love Was a Crime - Eurovision 2016 - Bulgaria","Poli Genova",110,8B,83,2023-06-23,02:59,39,"","","If Love Was a Crime (Eurovision 2016 - Bulgaria)",2016-03-30,61,2,0,52,0,20,-5,C,4,1G5qDCiqei7ozj5ku43TuR,"Universal Music A/S",ATI211698701
661,"LoveWave - Eurovision 2016 - Armenia","Iveta Mukuchyan",120,4A,71,2023-06-23,02:58,30,"","","LoveWave (Eurovision 2016 - Armenia)",2016-03-30,54,9,0,33,0,10,-8,F minor,4,6F3waFskKCqXmiR5gaquey,"Universal Music A/S",DKUM71600074
662,"Blue And Red - Eurovision 2016 - Slovenia","ManuElla",145,8B,80,2023-06-23,02:57,0,"","","Blue And Red (Eurovision 2016 - Slovenia)",2016-03-30,52,8,0,31,0,30,-3,C,4,6YWXhOfqbuqpR3bJtxhfmJ,"Universal Music Group",DKUM71600070
663,"Fairytale - Eurovision 2016 - Albania","Eneda Tarifa",98,6A,64,2023-06-23,03:00,0,"","","Fairytale (Eurovision 2016 - Albania)",2016-03-30,47,38,0,43,0,40,-6,G minor,4,2pAJAZ0te4NNdq3TdV6qZa,"Universal Music Group",DKUM71600072
664,"Goodbye (Shelter) - Eurovision 2016 - Serbia","ZAA Sanja Vučić",86,2A,72,2023-06-23,03:03,0,"","","Goodbye (Shelter) [Eurovision 2016 - Serbia]",2016-03-30,58,28,0,33,0,10,-4,D#/E♭ minor,4,5YYyIMxoDPdIlJEAfYhKNQ,"Universal Music Group",DKUM71600083
665,"Falling Stars - Radio Edit","Lidia Isac",126,4B,82,2023-06-23,02:58,0,"","","Falling Stars",2016-03-28,63,5,0,30,0,0,-7,G#/A♭,4,7gb3w8xWgszx40JIz0R0NN,"Ragoza Music",USLZJ1628452
666,"No Degree of Separation - Eurovision Version","Francesca Michielin",150,8B,78,2023-06-23,03:08,30,"","","No Degree of Separation (Eurovision Version)",2016-03-25,29,2,0,34,0,10,-4,C,4,60hZOS486h0b6nvykyvR7a,"RCA Records Label",ITB001600094
667,"Dona","Kaliopi",132,9B,51,2023-06-23,03:00,0,"","","Dona",2016-03-21,52,18,0,17,0,10,-7,G,4,73MwyA75Di6zMWkBUFjNWa,"Kaliopi Music Production",BGA261575862
668,"Help You Fly","Ivan",93,7A,76,2023-06-23,02:59,0,"","","Help You Fly",2016-03-18,49,0,0,30,0,10,-6,D minor,4,2MlVjKpwffc77MQJHqIvjA,"Первое музыкальное Издательство",RUB421600219
669,"Miracle - Eurovision 2016","Samra",96,4A,76,2023-06-23,03:02,0,"","","Miracle (Eurovision 2016)",2016-03-14,58,5,0,34,0,10,-3,F minor,4,0etFNuOi2EMWBCE9EHJg11,"CAP-Sounds",DEZ071600065
670,"I Didn't Know - Eurovision Song Contest 2016","Serhat",120,11A,56,2023-06-23,03:03,0,"europop","","I Didn't Know (Eurovision Song Contest 2016)",2016-03-14,50,26,0,51,0,10,-7,F#/G♭ minor,4,4f7O2KlgKuC2bXGyRYxmPU,"CAP-Sounds",DEZ071600055
671,"Made of Stars","Hovi Star",140,6A,41,2023-06-23,03:12,0,"","","Made of Stars",2016-03-13,43,62,0,36,0,10,-7,G minor,4,2VdfyGuvpkm8M20swSPT2P,"Unicell",IL5181100086
672,"I Stand","Gabriela Gunčíková",205,6A,59,2023-06-23,03:00,29,"","","I Stand",2016-03-12,17,0,0,17,0,30,-6,G minor,3,1rjlAtGiXwrJE8Tpj4lZ40,"Wonderbird AB",SEVWC1600201
673,"Sound of Silence","Dami Im",136,9A,82,2023-06-23,03:15,43,"","","Sound of Silence",2016-03-11,52,34,0,32,0,10,-4,E minor,4,2b9czDPSLTI88694CIqCy3,"Sony Music Entertainment",AUBM01600056
674,"Color Of Your Life","Michał Szpak",83,8A,67,2023-06-23,03:20,28,"","","Color Of Your Life",2016-03-11,49,9,0,25,0,0,-5,A minor,4,4hDnWMqJU0XJ1MIdWRhn9P,"Sony Music Entertainment",PLB381501107
675,"Alter Ego","Minus-One",130,3A,91,2023-06-23,03:03,30,"","","Alter Ego",2016-03-11,48,1,0,59,0,10,-4,A#/B♭ minor,4,6yj2sEcpIjR0fCHG9geuAZ,"Minus One",AUTQ01600001
676,"You're Not Alone","Joe and Jake",128,12B,87,2023-06-23,02:50,23,"","","You're Not Alone",2016-03-11,53,0,0,34,0,10,-5,E,4,3IYQ2ZLmZTG5sNiRzbaBp6,"Sony Music CG",GBARL1600334
677,"Sound of Silence - Short Edit","Dami Im",68,9A,75,2023-06-23,03:04,14,"","","Sound of Silence (Short Edit)",2016-03-11,53,30,0,32,0,10,-4,E minor,4,6bYh14i6MLl4tOPoV9h34J,"Sony Music Entertainment",AUBM01600055
678,"Lighthouse - Eurovision 2016 - Croatia","Nina Kraljic",116,3A,57,2023-06-23,03:00,0,"","","Lighthouse",2016-03-09,61,19,0,31,0,10,-4,A#/B♭ minor,4,3Y4eME1XQsRVdChAoxhSxd,"Universal Music Group",ATUM71600044
679,"Hear Them Calling","Greta Salóme",134,7B,54,2023-06-23,02:59,0,"","","Hear Them Calling (Iceland 2016 ESC Entry)",2016-03-08,45,3,0,31,0,20,-12,F,4,5IIIR38OtnHnEcMvyOMsOe,"Hands Up Music",TCACM1677568
680,"I've Been Waiting for This Night","Donny Montell",134,11B,78,2023-06-23,03:05,0,"","","I've Been Waiting for This Night",2016-03-08,47,0,0,45,0,10,-6,A,4,0VPCXDBbSuz4tCxsQlInu1,"UAB "Gyva Muzika"",TCACM1676471
681,"You are the only one","Sergey Lazarev",128,10A,90,2023-06-23,03:06,0,"","","You are the only one",2016-03-05,63,4,0,28,0,0,-5,B minor,4,7cVXtwDpck4Kne4Ce8Ge6q,"State Television Company «TV CHANNEL «RUSSIA»",QMPU51518082
